"",bin,full_add,point,precision
46375,630124450424,"ПАВЛОДАР,ул. Академика Бектурова,19",76.948052 52.295559,exact
46442,630130450655,"ПАВЛОДАР,Привокзальная площадь,1",76.970582 52.299546,exact
46494,630205402662,"ПАВЛОДАР,Минина,38/1",77.008769 52.298147,exact
46511,630207450544,"ПАВЛОДАР,пр.Тауелсыздык,42",76.967609 52.277065,exact
46530,630209450149,"ПАВЛОДАР,Павлодарское,Торговая,12",76.849121 52.401649,near
46645,630221401423,"ПАВЛОДАР,пр.Тауелсiздiк, д.30, бут.236",76.976933 52.24864,exact
46690,630227400933,"ПАВЛОДАР,Ломова,32/2",76.947576 52.264423,number
46771,630308450078,"ПАВЛОДАР,Пахомова,100",76.963207 52.256739,exact
46790,630311400236,"ПАВЛОДАР,1 мая,15/5",76.952571 52.293124,number
46826,630314401538,"ПАВЛОДАР,Торайгырова,113",76.969217 52.298026,exact
46990,630405301794,"ПАВЛОДАР,Циолковского,39/2",77.019621 52.272276,exact
46995,630406300870,"ПАВЛОДАР,Торайгырова,70",76.960359 52.298081,exact
47023,630410450578,"ПАВЛОДАР,Камзина,51",76.983437 52.279517,exact
47060,630416399031,"ПАВЛОДАР,ул.Малая Объездная, д.4",76.986455 52.286095,exact
47095,630419450213,"ПАВЛОДАР,Павлодарское Абая,16/1",76.870339 52.379132,number
47109,630421350016,"ПАВЛОДАР,пр.Тауелсыздык,41",76.968264 52.285522,exact
47186,630430401608,"ПАВЛОДАР,ул.1мая,15",76.952571 52.293124,exact
47244,630507450016,"ПАВЛОДАР,ул. Кутузова,3/1",76.967348 52.293989,exact
47292,630512450403,"ПАВЛОДАР,Джамбульская,1",76.9683 52.259633,exact
47344,630518450149,"ПАВЛОДАР,ул.Розы Люксембург,113",76.967303 52.270265,exact
47373,630522450110,"ПАВЛОДАР,ул. Тауелсіздік проспект, д. 2",76.940722 52.285577,other
47410,630526450476,"ПАВЛОДАР,пр.Таулсiздiк, д.29",76.940722 52.285577,other
47433,630530300885,"ПАВЛОДАР,Центральная,795",76.907556 52.30741,street
47460,630601450546,"ПАВЛОДАР,ул. Естая,д. 81",76.960323 52.280652,exact
47462,630602400288,"ПАВЛОДАР,Торайгырова,28/1",76.934937 52.297503,exact
47486,630606400209,"ПАВЛОДАР,Естая,101",76.979799 52.286426,exact
47515,630610400023,"ПАВЛОДАР,пр.Тауелсыздык,42",76.967609 52.277065,exact
47619,630627450171,"ПАВЛОДАР,Естая,81",76.960323 52.280652,exact
47787,630721300655,"ПАВЛОДАР,Камзина,67",76.985261 52.27501,exact
47853,630729400902,"ПАВЛОДАР,Якова Геринга,11",76.979152 52.295305,exact
47864,630730401064,"ПАВЛОДАР,Естая,81",76.960323 52.280652,exact
48176,630911300043,"ПАВЛОДАР,ул. Тәуелсіздік проспект,д. 41",76.968264 52.285522,exact
48498,631022450096,"ПАВЛОДАР,Торайгырова,76/1",76.967995 52.299012,exact
48505,631023401707,"ПАВЛОДАР,Толстого,103",76.966171 52.275026,exact
48533,631027300368,"ПАВЛОДАР,проспект Тауелсiздiк,91/1",76.970986 52.273974,exact
48615,631106301672,"ПАВЛОДАР,ул. Естая, д. 141, кв (офис) 22",76.973322 52.285544,number
48627,631107401575,"ПАВЛОДАР,ул.Пр Независимости,41",76.968264 52.285522,exact
48709,631120400746,"ПАВЛОДАР,ул.Пахомова, д.74",76.962767 52.259903,exact
48793,631129401208,"ПАВЛОДАР,ул. Ворушина, д. 4/4",76.988512 52.267757,exact
48823,631202450440,"ПАВЛОДАР,ул. Кирова,38",76.945151 52.283065,exact
48862,631207400164,"ПАВЛОДАР,Гагарина,150",76.9729 52.260939,street
48881,631210400216,"ПАВЛОДАР,Торайгырова,2015",76.951664 52.296809,street
48960,631220301266,"ПАВЛОДАР,ул. Космонавтов,д. 20",76.946992 52.31939,street
48974,631221401067,"ПАВЛОДАР,Лермонтова,89",76.956101 52.289968,exact
48996,631224350315,"ПАВЛОДАР,Кутузова,41",76.968264 52.285522,exact
49052,640101311720,"ПАВЛОДАР,Центральный пром район 1239",,none
49191,640112300277,"ПАВЛОДАР,ул. Путейская, д. стр. 2",76.952957 52.30133,street
49192,640112350385,"ПАВЛОДАР,ул. Кривенко,85",76.962246 52.284861,exact
49228,640115450724,"ПАВЛОДАР,пр.Тауелсыздык,41",76.968264 52.285522,exact
49253,640119301513,"ПАВЛОДАР,ул. 1 Мая,стр.15",76.952571 52.293124,exact
49329,640128400618,"ПАВЛОДАР,с.Ленинский,Молдагуловой,60",76.795797 52.259848,exact
49412,640207450126,"ПАВЛОДАР,ул. Кривенко,д. 83",76.960844 52.285043,exact
49564,640226400800,"ПАВЛОДАР,1 Мая,15/1",76.952571 52.293124,number
49609,640301450254,"ПАВЛОДАР,Камзина,20",76.98155 52.285434,exact
49766,640320350178,"ПАВЛОДАР,Павлова,28",76.973888 52.291036,exact
49774,640321301442,"ПАВЛОДАР,Лермонтова,82",76.950657 52.291169,exact
49830,640328400250,"ПАВЛОДАР,ул. Тауелсыздык проспект,41",76.968264 52.285522,exact
49985,640417401450,"ПАВЛОДАР,Тауелсiздiк,30",76.965776 52.284823,exact
50029,640423450114,"ПАВЛОДАР,ул.Ак Чокина,98",76.965686 52.268683,exact
50091,640504300012,"ПАВЛОДАР,Астана,141",76.939725 52.279352,exact
50099,640505301600,"ПАВЛОДАР,ул. Тәуелсіздік проспект,д. 41",76.968264 52.285522,exact
50125,640509300169,"ПАВЛОДАР,Циолковского,31/2",76.992025 52.271499,exact
50148,640510401595,"ПАВЛОДАР,ул. Тауелсіздік проспект, д. 41, бут. 308",,none
50176,640514400281,"ПАВЛОДАР,ул.Камзина, д.171, бут.231А",76.985835 52.256176,number
50586,640703400893,"ПАВЛОДАР,Торайгырова,50",76.944755 52.296737,exact
50587,640703401376,"ПАВЛОДАР,ул.Ак.Сатпаева, д.35, бут.6",76.940974 52.295526,near
50604,640705401179,"ПАВЛОДАР,ул. АСТАНА,160",76.939276 52.277831,number
50641,640713301344,"ПАВЛОДАР,Малайсары батыр,6",76.971795 52.28745,exact
50659,640716450068,"ПАВЛОДАР,ул. Тауелсыздык проспект,41",76.968264 52.285522,exact
50708,640724450616,"ПАВЛОДАР,1 Мая,10",76.951044 52.293196,exact
50727,640726450062,"ПАВЛОДАР,ул. Толстого,д. 101/1",76.964887 52.275494,exact
50745,640730300468,"ПАВЛОДАР,ул. Кутузова,20/1",76.965507 52.288536,exact
50849,640814401726,"ПАВЛОДАР,ул. Ткачева, д. 17, кв. 5",76.94922 52.253679,exact
50887,640820301653,"ПАВЛОДАР,ул. К. Маркса, д. 179",76.937991 52.27296,exact
51012,640906401706,"ПАВЛОДАР,пр. Нурсултана Назарбаева,30",76.965776 52.284823,exact
51031,640908450031,"ПАВЛОДАР,Естая,81",76.960323 52.280652,exact
51033,640909401277,"ПАВЛОДАР,ул. Естая,д. 81",76.960323 52.280652,exact
51142,640921450042,"ПАВЛОДАР,ул. Промышленная зона восточная,д. 469",77.013288 52.240495,street
51146,640922350031,"ПАВЛОДАР,ул. Пахомова,104/1",76.963764 52.250448,exact
51183,640927400900,"ПАВЛОДАР,Павлова,36/3",76.974714 52.289825,exact
51188,640928400282,"ПАВЛОДАР,Чокина,38",76.950487 52.267934,exact
51242,641004450624,"ПАВЛОДАР,Короленко,2",76.955553 52.294429,exact
51474,641106450480,"ПАВЛОДАР,Естая ТД ""КВАЗАР"",81",76.960323 52.280652,exact
51510,641111301057,"ПАВЛОДАР,ул. Мира, д. 23, АЗС",76.940578 52.299651,exact
51583,641119450253,"ПАВЛОДАР,1 Мая,21/1",76.952113 52.291626,exact
51605,641122450527,"ПАВЛОДАР,ул. 1 Мая,15/1",76.952571 52.293124,number
51781,641215450047,"ПАВЛОДАР,ул.Камзина,164",76.984263 52.264335,exact
51793,641218300655,"ПАВЛОДАР,Кутузова,3",76.967384 52.292766,exact
51837,641222450025,"ПАВЛОДАР,Естая,81",76.960323 52.280652,exact
51849,641224400832,"ПАВЛОДАР,Розы Люксембург,113",76.967303 52.270265,exact
52025,650112301001,"ПАВЛОДАР,ул. Торайгырова, д. 74 СТО",76.9638 52.298279,number
52125,650125350447,"ПАВЛОДАР,Торговая,4",76.93305 52.305741,exact
52208,650202450411,"ПАВЛОДАР,ул. Запорожская,д. 107",77.017806 52.293791,exact
52277,650209401233,"ПАВЛОДАР,Розы Люксембург,113",76.967303 52.270265,exact
52369,650219450107,"ПАВЛОДАР,Проезд 1,6",76.918004 52.30757,near
52441,650228401891,"ПАВЛОДАР,пр.Тауелсiздiк, д.58, ТД ""Рубин"", бут.311",,none
52513,650308450190,"ПАВЛОДАР,1 Мая,15/5",76.952571 52.293124,number
52586,650316450411,"ПАВЛОДАР,ул. Академика Сатпаева,д. 35",76.941477 52.288684,exact
52606,650319300099,"ПАВЛОДАР,ул. Кутузова,д. 41",76.968264 52.285522,exact
52622,650321400968,"ПАВЛОДАР,1 Мая,4/1",76.950774 52.295652,exact
52700,650401300034,"ПАВЛОДАР,проспект Н. Назарбаева,95/5",76.971355 52.27269,number
52829,650414400011,"ПАВЛОДАР,Володарского,129/2",76.950819 52.28058,exact
53019,650508450128,"ПАВЛОДАР,ул. Естая,81",76.960323 52.280652,exact
53152,650527400978,"ПАВЛОДАР,Академика Чокина,25",76.946929 52.266842,exact
53184,650601301931,"ПАВЛОДАР,Академика Сатпаева,65",76.942061 52.281892,exact
53227,650606450031,"ПАВЛОДАР,Академика Чокина,87/2",76.958625 52.267735,exact
53234,650607450097,"ПАВЛОДАР,Естая ТД ""КВАЗАР"",81",76.960323 52.280652,exact
53306,650619399059,"ПАВЛОДАР,ул. Естая,д. 141",76.973322 52.285544,exact
53465,650711450439,"ПАВЛОДАР,г. Павлодар, ул. Павлова, д. 34, бут. 21",76.976511 52.289153,exact
53648,650806301163,"ПАВЛОДАР,ул.Торайгырова, д.104а",76.962632 52.296528,near
53653,650806400924,"ПАВЛОДАР,ул. Камзина,д. 3",76.981658 52.296175,exact
53750,650819450046,"ПАВЛОДАР,Торайгырова,91",76.959021 52.296809,exact
53827,650829350068,"ПАВЛОДАР,ул.пл.Победы,25",76.943444 52.284239,exact
53831,650829401313,"ПАВЛОДАР,пр.Тауелсыздык,41",76.968264 52.285522,exact
53864,650902450378,"ПАВЛОДАР,Генерала Дюсенова,184",76.946337 52.271891,near
53878,650904399088,"ПАВЛОДАР,ул.Естая, д.81, бут2.203",76.960323 52.280652,exact
53885,650905301776,"ПАВЛОДАР,ул. Пахомова,д. 114",76.963979 52.24859,exact
53960,650915300990,"ПАВЛОДАР,Всеволода Иванова,81",76.997163 52.290579,exact
53973,650916350080,"ПАВЛОДАР,Камзина,20/2",76.980679 52.285379,exact
54009,650920350012,"ПАВЛОДАР,Торайгырова,85/2",76.955993 52.296589,exact
54019,650921401145,"ПАВЛОДАР,ул. Тауелсыздык проспект,41",76.968264 52.285522,exact
54021,650922400457,"ПАВЛОДАР,ул. Циолковского,д. 40",77.019289 52.273263,exact
54113,651003450363,"ПАВЛОДАР,Короленко,25",76.956586 52.291863,exact
54234,651018401337,"ПАВЛОДАР,Ломова,37",76.954017 52.262863,exact
54238,651019300932,"ПАВЛОДАР,ул.Транспортная, д.1/6",77.037695 52.281776,exact
54617,651208400371,"ПАВЛОДАР,Торайгырова,73",76.947783 52.296335,exact
54669,651215350429,"ПАВЛОДАР,Каирбаева,98",76.961024 52.28837,exact
54895,660109400608,"ПАВЛОДАР,ул. Академика Бектурова,15",76.946992 52.297134,exact
54903,660109450458,"ПАВЛОДАР,ул. Кутузова,д. 204",76.972289 52.251358,exact
54983,660118400282,"ПАВЛОДАР,Майры,49",76.952688 52.248397,exact
55095,660131300287,"ПАВЛОДАР,1 мая,21/1",76.952113 52.291626,exact
55137,660204301102,"ПАВЛОДАР,ул. Кутузова,д. 30",76.965776 52.284823,exact
55138,660204301579,"ПАВЛОДАР,Торайгырова,44/2",76.938872 52.29742,exact
55233,660214350056,"ПАВЛОДАР,Ак. Чокина,36",76.948214 52.26784,exact
55239,660214450588,"ПАВЛОДАР,ул. Дорожная,7/1",77.031641 52.304183,street
55277,660220450144,"ПАВЛОДАР,ул. Сатпаева,63/1",76.941845 52.282261,exact
55289,660222350367,"ПАВЛОДАРСКОЕ,Восточный,11",76.866503 52.385305,near
55329,660226450078,"ПАВЛОДАР,Камзина,356",76.991657 52.242657,exact
55345,660228401902,"ПАВЛОДАР,Торайгырова,56",76.95143 52.297299,exact
55409,660306450489,"ПАВЛОДАР,Естая,81",76.960323 52.280652,exact
55447,660310450133,"ПАВЛОДАР,ул. Лермонтова, д.84, кв., бут. 2",76.93632 52.290618,near
55470,660312450684,"ПАВЛОДАР,ул.Торайгырова, д.113, бут.81",76.95443 52.296346,exact
55620,660330401917,"ПАВЛОДАР,1 мая,11",76.951834 52.294127,exact
55921,660504301659,"ПАВЛОДАР,ул.1мая д.15,офис102А",76.952571 52.293124,number
56071,660522401089,"ПАВЛОДАР,Розы  Люксембурга,113",76.967303 52.270265,exact
56083,660523450092,"ПАВЛОДАР,ул. Генерала Дюсенова,106",76.945753 52.278321,exact
56128,660529300111,"ПАВЛОДАР,ул.1Мая,15",76.952571 52.293124,exact
56165,660601450294,"ПАВЛОДАР,ул. Ак. Бектурова, д. 16",76.94666 52.294,exact
56201,660607450059,"ПАВЛОДАР,Луначарского,6/3",76.937183 52.27701,exact
56264,660618400637,"ПАВЛОДАР,Лермонтова,49а",76.943642 52.290221,number
56320,660625450255,"ПАВЛОДАР,Карагандинская,1/1",76.993588 52.298142,number
56333,660627450434,"ПАВЛОДАР,Кутузова,89",76.969827 52.275351,exact
56435,660713450025,"ПАВЛОДАР,пр.Тауелсыздык,41",76.968264 52.285522,exact
56524,660727301394,"ПАВЛОДАР,Агашорын,ул. Абая,18 а",76.956038 52.276894,near
56525,660727301502,"ПАВЛОДАР,Кутузова,41",76.968264 52.285522,exact
56652,660813450425,"ПАВЛОДАР,Достык,31",77.006703 52.255741,exact
56749,660824450079,"ПАВЛОДАР,ул.Ткачева, д.13",76.947567 52.2531,exact
56861,660909450126,"ПАВЛОДАР,Жаяу-Мусы,1",76.969172 52.249511,exact
56994,660928401294,"ПАВЛОДАР,Академика Бектурова,41",76.947648 52.291312,exact
57152,661018400063,"ПАВЛОДАР,Естая,136",76.96062 52.283599,exact
57356,661115400239,"ПАВЛОДАР,ул. Естая,д. 81",76.960323 52.280652,exact
57376,661118401035,"ПАВЛОДАР,ул.Естая,81",76.960323 52.280652,exact
57452,661128350339,"ПАВЛОДАР,ул.Ак.Сатпаева,35",76.941477 52.288684,exact
57557,661211301143,"ПАВЛОДАР,Торайгырова,101",76.962021 52.29693,exact
57592,661216350159,"ПАВЛОДАР,ул. Торговая,д. 4 В",76.93305 52.305741,number
57652,661225400297,"ПАВЛОДАР,ул.М.Горького,д.37",76.949364 52.270629,exact
57714,670101452432,"ПАВЛОДАР,ул. Суворова,13/2",76.999472 52.28728,exact
